",Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth"
"2203,2024,2,National,All,American Indian/Alaska Native,All,Aged,All,All,74708.0,96183.333333,7881.0,0.1055"
"2204,2024,2,National,All,Asian/Pacific Islander,All,Aged,All,All,606635.0,865217.0,100191.0,0.1652"
"2205,2024,2,National,All,Black/African American,All,Aged,All,All,1113974.0,1504410.3333,137150.0,0.1231"
"2206,2024,2,National,All,Hispanic,All,Aged,All,All,918847.0,1394582.0,135861.0,0.1479"
"2207,2024,2,National,All,Non-Hispanic White,All,Aged,All,All,16457196.0,20467860.667,1791904.0,0.1089"
"2208,2024,2,National,All,All,All,Disabled,All,All,1772928.0,2495617.3333,456464.0,0.2575"
"2209,2024,2,National,Medicare & Medicaid,All,All,Disabled,All,All,1150679.0,1524432.3333,323547.0,0.2812"
"2210,2024,2,National,Medicare Only,All,All,Disabled,All,All,622249.0,971185.0,132917.0,0.2136"
"2211,2024,2,National,All,American Indian/Alaska Native,All,Disabled,All,All,18559.0,25981.333333,3821.0,0.2059"
"2212,2024,2,National,All,Asian/Pacific Islander,All,Disabled,All,All,38478.0,57516.0,11130.0,0.2893"
"2213,2024,2,National,All,Black/African American,All,Disabled,All,All,266989.0,395154.0,61542.0,0.2305"
"2214,2024,2,National,All,Hispanic,All,Disabled,All,All,180455.0,263719.0,51039.0,0.2828"
"2215,2024,2,National,All,Non-Hispanic White,All,Disabled,All,All,1198375.0,1638045.0,308474.0,0.2574"
"2216,2024,2,National,All,All,All,ESRD,All,All,243869.0,252655.0,47554.0,0.195"
"2217,2024,2,National,Medicare & Medicaid,All,All,ESRD,All,All,104232.0,103289.66667,22438.0,0.2153"
"2218,2024,2,National,Medicare Only,All,All,ESRD,All,All,139637.0,149365.33333,25116.0,0.1799"
"2219,2024,2,National,All,American Indian/Alaska Native,All,ESRD,All,All,3678.0,3696.0,611.0,0.1661"
"2220,2024,2,National,All,Asian/Pacific Islander,All,ESRD,All,All,14822.0,15650.666667,3530.0,0.2382"
"2221,2024,2,National,All,Black/African American,All,ESRD,All,All,64983.0,67211.333333,11146.0,0.1715"
"2222,2024,2,National,All,Hispanic,All,ESRD,All,All,40489.0,42187.333333,8321.0,0.2055"
"2223,2024,2,National,All,Non-Hispanic White,All,ESRD,All,All,110096.0,113370.0,21889.0,0.1988"
"2224,2024,2,National,All,All,All,All,0-64,All,1874635.0,2604894.6667,476692.0,0.2543"
"2225,2024,2,National,Medicare & Medicaid,All,All,All,0-64,All,1210476.0,1584365.6667,336318.0,0.2778"
"2226,2024,2,National,Medicare Only,All,All,All,0-64,All,664159.0,1020529.0,140374.0,0.2114"
"2227,2024,2,National,All,American Indian/Alaska Native,All,All,0-64,All,20522.0,27967.333333,4167.0,0.2031"
"2228,2024,2,National,All,Asian/Pacific Islander,All,All,0-64,All,44461.0,64191.0,12542.0,0.2821"
"2229,2024,2,National,All,Black/African American,All,All,0-64,All,299570.0,429580.33333,67261.0,0.2245"
"2230,2024,2,National,All,Hispanic,All,All,0-64,All,202755.0,287460.33333,55618.0,0.2743"
"2231,2024,2,National,All,Non-Hispanic White,All,All,0-64,All,1232202.0,1674817.0,315618.0,0.2561"
"2232,2024,2,National,All,All,All,All,65-74,All,9597248.0,12929010.667,1148128.0,0.1196"
"2233,2024,2,National,Medicare & Medicaid,All,All,All,65-74,All,1133877.0,1529473.0,227543.0,0.2007"
"2234,2024,2,National,Medicare Only,All,All,All,65-74,All,8463371.0,11399537.667,920585.0,0.1088"
"2235,2024,2,National,All,American Indian/Alaska Native,All,All,65-74,All,34858.0,46675.333333,4126.0,0.1184"
"2236,2024,2,National,All,Asian/Pacific Islander,All,All,65-74,All,292902.0,445789.0,45720.0,0.1561"
"2237,2024,2,National,All,Black/African American,All,All,65-74,All,606874.0,864938.0,78944.0,0.1301"
"2238,2024,2,National,All,Hispanic,All,All,65-74,All,497818.0,801051.66667,74856.0,0.1504"
"2239,2024,2,National,All,Non-Hispanic White,All,All,65-74,All,7788095.0,10261050.667,895580.0,0.115"
"2240,2024,2,National,All,All,All,All,75-84,All,7421755.0,8955762.0,819675.0,0.1104"
"2241,2024,2,National,Medicare & Medicaid,All,All,All,75-84,All,715778.0,867331.0,132174.0,0.1847"
"2242,2024,2,National,Medicare Only,All,All,All,75-84,All,6705977.0,8088431.0,687501.0,0.1025"
"2243,2024,2,National,All,American Indian/Alaska Native,All,All,75-84,All,30620.0,38001.666667,3008.0,0.0982"
"2244,2024,2,National,All,Asian/Pacific Islander,All,All,75-84,All,217610.0,290587.0,35741.0,0.1642"
"2245,2024,2,National,All,Black/African American,All,All,75-84,All,385534.0,483928.0,44898.0,0.1165"
"2246,2024,2,National,All,Hispanic,All,All,75-84,All,303107.0,427484.0,42967.0,0.1418"
"2247,2024,2,National,All,Non-Hispanic White,All,All,75-84,All,6234928.0,7404486.0,660756.0,0.106"
"2248,2024,2,National,All,All,All,All,85 and over,All,2949874.0,3446674.6667,318449.0,0.108"
"2249,2024,2,National,Medicare & Medicaid,All,All,All,85 and over,All,474721.0,545587.66667,83636.0,0.1762"
"2250,2024,2,National,Medicare Only,All,All,All,85 and over,All,2475153.0,2901087.0,234813.0,0.0949"
"2251,2024,2,National,All,American Indian/Alaska Native,All,All,85 and over,All,10945.0,13216.333333,1012.0,0.0925"
"2252,2024,2,National,All,Asian/Pacific Islander,All,All,85 and over,All,104962.0,137816.66667,20848.0,0.1986"
"2253,2024,2,National,All,Black/African American,All,All,85 and over,All,153968.0,188329.33333,18735.0,0.1217"
"2254,2024,2,National,All,Hispanic,All,All,85 and over,All,136111.0,184492.33333,21780.0,0.16"
"2255,2024,2,National,All,Non-Hispanic White,All,All,85 and over,All,2510442.0,2878922.0,250313.0,0.0997"
"2256,2024,2,National,All,All,All,All,All,Rural,4882155.0,6364445.0,460048.0,0.0942"
"2257,2024,2,National,Medicare & Medicaid,All,All,All,All,Rural,774222.0,984261.66667,137872.0,0.1781"
"2258,2024,2,National,Medicare Only,All,All,All,All,Rural,4107933.0,5380183.3333,322176.0,0.0784"
"2259,2024,2,National,All,American Indian/Alaska Native,All,All,All,Rural,55589.0,71751.666667,6463.0,0.1163"
"2260,2024,2,National,All,Asian/Pacific Islander,All,All,All,Rural,31395.0,45998.666667,3899.0,0.1242"
"2261,2024,2,National,All,Black/African American,All,All,All,Rural,166662.0,221986.66667,15887.0,0.0953"
"2262,2024,2,National,All,Hispanic,All,All,All,Rural,145721.0,216653.33333,21100.0,0.1448"
"2263,2024,2,National,All,Non-Hispanic White,All,All,All,Rural,4363020.0,5642730.6667,399859.0,0.0916"
"2264,2024,2,National,All,All,All,All,All,Urban,16920534.0,21461913.333,2299472.0,0.1359"
"2265,2024,2,National,Medicare & Medicaid,All,All,All,All,Urban,2753748.0,3529267.3333,640728.0,0.2327"
"2266,2024,2,National,Medicare Only,All,All,All,All,Urban,14166786.0,17932646.0,1658744.0,0.1171"
"2267,2024,2,National,All,American Indian/Alaska Native,All,All,All,Urban,40971.0,53560.333333,5779.0,0.1411"
"2268,2024,2,National,All,Asian/Pacific Islander,All,All,All,Urban,623180.0,876157.66667,110729.0,0.1777"
"2269,2024,2,National,All,Black/African American,All,All,All,Urban,1271451.0,1729462.0,193410.0,0.1521"
"2270,2024,2,National,All,Hispanic,All,All,All,Urban,988853.0,1465755.6667,173769.0,0.1757"
"2271,2024,2,National,All,Non-Hispanic White,All,All,All,Urban,13382810.0,16523366.333,1720313.0,0.1285"
"2272,2024,3,National,All,All,All,All,All,All,21730821.0,27997197.333,2869707.0,0.1321"
"2273,2024,3,National,Medicare & Medicaid,All,All,All,All,All,3474559.0,4464635.0,780059.0,0.2245"
"2274,2024,3,National,Medicare Only,All,All,All,All,All,18256262.0,23532562.333,2089648.0,0.1145"
"2275,2024,3,National,All,American Indian/Alaska Native,All,All,All,All,95528.0,124945.33333,12306.0,0.1288"
"2276,2024,3,National,Medicare & Medicaid,American Indian/Alaska Native,All,All,All,All,38953.0,50533.666667,6487.0,0.1665"
"2277,2024,3,National,Medicare Only,American Indian/Alaska Native,All,All,All,All,56575.0,74411.666667,5819.0,0.1029"
"2278,2024,3,National,All,Asian/Pacific Islander,All,All,All,All,660348.0,938649.33333,117436.0,0.1778"
"2279,2024,3,National,Medicare & Medicaid,Asian/Pacific Islander,All,All,All,All,277473.0,371808.0,62285.0,0.2245"
"2280,2024,3,National,Medicare Only,Asian/Pacific Islander,All,All,All,All,382875.0,566841.33333,55151.0,0.144"
"2281,2024,3,National,All,Black/African American,All,All,All,All,1437979.0,1960205.6667,215392.0,0.1498"
"2282,2024,3,National,Medicare & Medicaid,Black/African American,All,All,All,All,513766.0,662558.33333,104871.0,0.2041"
"2283,2024,3,National,Medicare Only,Black/African American,All,All,All,All,924213.0,1297647.3333,110521.0,0.1196"
"2284,2024,3,National,All,Hispanic,All,All,All,All,1138291.0,1704489.3333,202123.0,0.1776"
"2285,2024,3,National,Medicare & Medicaid,Hispanic,All,All,All,All,517754.0,714073.0,120320.0,0.2324"
"2286,2024,3,National,Medicare Only,Hispanic,All,All,All,All,620537.0,990416.33333,81803.0,0.1318"
"2287,2024,3,National,All,Non-Hispanic White,All,All,All,All,17661212.0,22270635.667,2208487.0,0.125"
"2288,2024,3,National,Medicare & Medicaid,Non-Hispanic White,All,All,All,All,1981002.0,2454404.6667,448358.0,0.2263"
"2289,2024,3,National,Medicare Only,Non-Hispanic White,All,All,All,All,15680210.0,19816231.0,1760129.0,0.1123"
"2290,2024,3,National,All,All,Female,All,All,All,12314988.0,15294959.667,1729782.0,0.1405"
"2291,2024,3,National,Medicare & Medicaid,All,Female,All,All,All,2032043.0,2484752.3333,479431.0,0.2359"
"2292,2024,3,National,Medicare Only,All,Female,All,All,All,10282945.0,12810207.333,1250351.0,0.1216"
"2293,2024,3,National,All,American Indian/Alaska Native,Female,All,All,All,56784.0,70762.0,7624.0,0.1343"
"2294,2024,3,National,All,Asian/Pacific Islander,Female,All,All,All,400918.0,557556.0,72587.0,0.1811"
"2295,2024,3,National,All,Black/African American,Female,All,All,All,851270.0,1076445.3333,137510.0,0.1615"
"2296,2024,3,National,All,Hispanic,Female,All,All,All,664312.0,920237.33333,127129.0,0.1914"
"2297,2024,3,National,All,Non-Hispanic White,Female,All,All,All,10021936.0,12243852.333,1330393.0,0.1327"
"2298,2024,3,National,All,All,Male,All,All,All,9415833.0,12702237.667,1139925.0,0.1211"
"2299,2024,3,National,Medicare & Medicaid,All,Male,All,All,All,1442516.0,1979882.6667,300628.0,0.2084"
"2300,2024,3,National,Medicare Only,All,Male,All,All,All,7973317.0,10722355.0,839297.0,0.1053"
"2301,2024,3,National,All,American Indian/Alaska Native,Male,All,All,All,38744.0,54183.333333,4682.0,0.1208"
"2302,2024,3,National,All,Asian/Pacific Islander,Male,All,All,All,259430.0,381093.33333,44849.0,0.1729"
"2303,2024,3,National,All,Black/African American,Male,All,All,All,586709.0,883760.33333,77882.0,0.1327"
"2304,2024,3,National,All,Hispanic,Male,All,All,All,473979.0,784252.0,74994.0,0.1582"
"2305,2024,3,National,All,Non-Hispanic White,Male,All,All,All,7639276.0,10026783.333,878094.0,0.1149"
"2306,2024,3,National,All,All,All,Aged,All,All,19730601.0,25256023.333,2363142.0,0.1198"
"2307,2024,3,National,Medicare & Medicaid,All,All,Aged,All,All,2231268.0,2849556.3333,433521.0,0.1943"
"2308,2024,3,National,Medicare Only,All,All,Aged,All,All,17499333.0,22406467.0,1929621.0,0.1103"
"2309,2024,3,National,All,American Indian/Alaska Native,All,Aged,All,All,73673.0,95548.0,7863.0,0.1067"
"2310,2024,3,National,All,Asian/Pacific Islander,All,Aged,All,All,607479.0,865546.33333,102530.0,0.1688"
"2311,2024,3,National,All,Black/African American,All,Aged,All,All,1110556.0,1502645.6667,143311.0,0.129"
"2312,2024,3,National,All,Hispanic,All,Aged,All,All,918772.0,1398637.0,141994.0,0.1545"
"2313,2024,3,National,All,Non-Hispanic White,All,Aged,All,All,16365927.0,20526797.667,1877438.0,0.1147"
"2314,2024,3,National,All,All,All,Disabled,All,All,1764982.0,2497243.0,459465.0,0.2603"
"2315,2024,3,National,Medicare & Medicaid,All,All,Disabled,All,All,1142760.0,1515615.6667,324453.0,0.2839"
"2316,2024,3,National,Medicare Only,All,All,Disabled,All,All,622222.0,981627.33333,135012.0,0.217"
"2317,2024,3,National,All,American Indian/Alaska Native,All,Disabled,All,All,18329.0,25849.333333,3834.0,0.2092"
"2318,2024,3,National,All,Asian/Pacific Islander,All,Disabled,All,All,38469.0,57841.666667,11407.0,0.2965"
"2319,2024,3,National,All,Black/African American,All,Disabled,All,All,264591.0,392705.66667,61120.0,0.231"
"2320,2024,3,National,All,Hispanic,All,Disabled,All,All,179975.0,264596.0,51690.0,0.2872"
"2321,2024,3,National,All,Non-Hispanic White,All,Disabled,All,All,1190062.0,1635278.3333,309499.0,0.2601"
"2322,2024,3,National,All,All,All,ESRD,All,All,235238.0,243931.0,47100.0,0.2002"
"2323,2024,3,National,Medicare & Medicaid,All,All,ESRD,All,All,100531.0,99463.0,22085.0,0.2197"
"2324,2024,3,National,Medicare Only,All,All,ESRD,All,All,134707.0,144468.0,25015.0,0.1857"
"2325,2024,3,National,All,American Indian/Alaska Native,All,ESRD,All,All,3526.0,3548.0,609.0,0.1727"
"2326,2024,3,National,All,Asian/Pacific Islander,All,ESRD,All,All,14400.0,15261.333333,3499.0,0.243"
"2327,2024,3,National,All,Black/African American,All,ESRD,All,All,62832.0,64854.333333,10961.0,0.1744"
"2328,2024,3,National,All,Hispanic,All,ESRD,All,All,39544.0,41256.333333,8439.0,0.2134"
"2329,2024,3,National,All,Non-Hispanic White,All,ESRD,All,All,105223.0,108559.66667,21550.0,0.2048"
"2330,2024,3,National,All,All,All,All,0-64,All,1865201.0,2605235.6667,479928.0,0.2573"
"2331,2024,3,National,Medicare & Medicaid,All,All,All,0-64,All,1201299.0,1574258.3333,337231.0,0.2807"
"2332,2024,3,National,Medicare Only,All,All,All,0-64,All,663902.0,1030977.3333,142697.0,0.2149"
"2333,2024,3,National,All,American Indian/Alaska Native,All,All,0-64,All,20222.0,27776.333333,4194.0,0.2074"
"2334,2024,3,National,All,Asian/Pacific Islander,All,All,0-64,All,44409.0,64497.333333,12822.0,0.2887"
"2335,2024,3,National,All,Black/African American,All,All,0-64,All,296429.0,426369.66667,66731.0,0.2251"
"2336,2024,3,National,All,Hispanic,All,All,0-64,All,202087.0,288263.33333,56414.0,0.2792"
"2337,2024,3,National,All,Non-Hispanic White,All,All,0-64,All,1223371.0,1671584.3333,316779.0,0.2589"
"2338,2024,3,National,All,All,All,All,65-74,All,9733348.0,13207109.333,1220205.0,0.1254"
"2339,2024,3,National,Medicare & Medicaid,All,All,All,65-74,All,1129096.0,1528368.6667,230049.0,0.2037"
"2340,2024,3,National,Medicare Only,All,All,All,65-74,All,8604252.0,11678740.667,990156.0,0.1151"
"2341,2024,3,National,All,American Indian/Alaska Native,All,All,65-74,All,34990.0,47049.666667,4166.0,0.1191"
"2342,2024,3,National,All,Asian/Pacific Islander,All,All,65-74,All,299686.0,453810.33333,47952.0,0.16"
"2343,2024,3,National,All,Black/African American,All,All,65-74,All,613505.0,875903.66667,83014.0,0.1353"
"2344,2024,3,National,All,Hispanic,All,All,65-74,All,506665.0,816682.33333,78828.0,0.1556"
"2345,2024,3,National,All,Non-Hispanic White,All,All,65-74,All,7898332.0,10494065.667,954392.0,0.1208"
"2346,2024,3,National,All,All,All,All,75-84,All,7296677.0,8853764.6667,849206.0,0.1164"
"2347,2024,3,National,Medicare & Medicaid,All,All,All,75-84,All,693619.0,842934.66667,131041.0,0.1889"
"2348,2024,3,National,Medicare Only,All,All,All,75-84,All,6603058.0,8010830.0,718165.0,0.1088"
"2349,2024,3,National,All,American Indian/Alaska Native,All,All,75-84,All,29814.0,37354.666667,2941.0,0.0986"
"2350,2024,3,National,All,Asian/Pacific Islander,All,All,75-84,All,214749.0,286867.33333,36146.0,0.1683"
"2351,2024,3,National,All,Black/African American,All,All,75-84,All,379649.0,475952.33333,46718.0,0.1231"
"2352,2024,3,National,All,Hispanic,All,All,75-84,All,298092.0,421190.66667,44675.0,0.1499"
"2353,2024,3,National,All,Non-Hispanic White,All,All,75-84,All,6128139.0,7323253.3333,685300.0,0.1118"
"2354,2024,3,National,All,All,All,All,85 and over,All,2835595.0,3331087.6667,320368.0,0.113"
"2355,2024,3,National,Medicare & Medicaid,All,All,All,85 and over,All,450545.0,519073.33333,81738.0,0.1814"
"2356,2024,3,National,Medicare Only,All,All,All,85 and over,All,2385050.0,2812014.3333,238630.0,0.1001"
"2357,2024,3,National,All,American Indian/Alaska Native,All,All,85 and over,All,10502.0,12764.666667,1005.0,0.0957"
"2358,2024,3,National,All,Asian/Pacific Islander,All,All,85 and over,All,101504.0,133474.33333,20516.0,0.2021"
"2359,2024,3,National,All,Black/African American,All,All,85 and over,All,148396.0,181980.0,18929.0,0.1276"
"2360,2024,3,National,All,Hispanic,All,All,85 and over,All,131447.0,178353.0,22206.0,0.1689"
"2361,2024,3,National,All,Non-Hispanic White,All,All,85 and over,All,2411370.0,2781732.3333,252016.0,0.1045"
"2362,2024,3,National,All,All,All,All,All,Rural,4855975.0,6368041.6667,474132.0,0.0976"
"2363,2024,3,National,Medicare & Medicaid,All,All,All,All,Rural,759050.0,967417.66667,137170.0,0.1807"
"2364,2024,3,National,Medicare Only,All,All,All,All,Rural,4096925.0,5400624.0,336962.0,0.0822"
"2365,2024,3,National,All,American Indian/Alaska Native,All,All,All,Rural,54547.0,71162.333333,6502.0,0.1192"
"2366,2024,3,National,All,Asian/Pacific Islander,All,All,All,Rural,31531.0,46406.333333,4032.0,0.1279"
"2367,2024,3,National,All,Black/African American,All,All,All,Rural,165635.0,219887.33333,16418.0,0.0991"
"2368,2024,3,National,All,Hispanic,All,All,All,Rural,145599.0,217397.66667,22151.0,0.1521"
"2369,2024,3,National,All,Non-Hispanic White,All,All,All,Rural,4337860.0,5645115.6667,411324.0,0.0948"
"2370,2024,3,National,All,All,All,All,All,Urban,16834749.0,21520557.0,2392061.0,0.1421"
"2371,2024,3,National,Medicare & Medicaid,All,All,All,All,Urban,2708780.0,3484245.3333,641838.0,0.2369"
"2372,2024,3,National,Medicare Only,All,All,All,All,Urban,14125969.0,18036311.667,1750223.0,0.1239"
"2373,2024,3,National,All,American Indian/Alaska Native,All,All,All,Urban,40607.0,53242.0,5745.0,0.1415"
"2374,2024,3,National,All,Asian/Pacific Islander,All,All,All,Urban,623540.0,876162.33333,113142.0,0.1815"
"2375,2024,3,National,All,Black/African American,All,All,All,Urban,1264465.0,1725064.6667,198415.0,0.1569"
"2376,2024,3,National,All,Hispanic,All,All,All,Urban,987561.0,1469424.0,179640.0,0.1819"
"2377,2024,3,National,All,Non-Hispanic White,All,All,All,Urban,13304122.0,16573034.333,1795014.0,0.1349"
"2378,2024,4,National,All,All,All,All,All,All,21846718.0,28087096.333,2900672.0,0.1328"
"2379,2024,4,National,Medicare & Medicaid,All,All,All,All,All,3396011.0,4416265.6667,781684.0,0.2302"
"2380,2024,4,National,Medicare Only,All,All,All,All,All,18450707.0,23670830.667,2118988.0,0.1148"
"2381,2024,4,National,All,American Indian/Alaska Native,All,All,All,All,93272.0,124341.33333,12093.0,0.1297"
"2382,2024,4,National,Medicare & Medicaid,American Indian/Alaska Native,All,All,All,All,37848.0,50115.333333,6357.0,0.168"
"2383,2024,4,National,Medicare Only,American Indian/Alaska Native,All,All,All,All,55424.0,74226.0,5736.0,0.1035"
"2384,2024,4,National,All,Asian/Pacific Islander,All,All,All,All,657293.0,944382.0,113991.0,0.1734"
"2385,2024,4,National,Medicare & Medicaid,Asian/Pacific Islander,All,All,All,All,271037.0,368357.0,59796.0,0.2206"
"2386,2024,4,National,Medicare Only,Asian/Pacific Islander,All,All,All,All,386256.0,576025.0,54195.0,0.1403"
